id,category,question,opt1,opt2,opt3,opt4,opt5,opt6,trait_axis
642,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Late Night)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
643,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Social Vibe)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
644,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Solo Mode)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
645,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Real Talk)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
646,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Perspective A)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
647,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Perspective B)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
648,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (In High-Stress)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
649,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (On Weekends)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
650,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (With Strangers)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
651,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (With Inner Circle)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
652,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Looking Back)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
653,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Looking Ahead)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
654,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Raw Instinct)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
655,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Calculated)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
656,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Deep Focus)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
657,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Late Night)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
658,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Social Vibe)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
659,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Solo Mode)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
660,Stress & Conflict Handling,How do you decompress after an exceptionally draining day (Real Talk)?,"Put phone on silent, retreat to my room, and isolate",Go for a solo drive or ride with heavy bass music,Vent everything to one trusted person who gets it,Burn off steam through gaming or gym training,Sleep early to reset cognitive energy,Work on a personal project where I have total control,Conflict
661,Stress & Conflict Handling,What is your biggest emotional trigger during an argument (Perspective A)?,Being spoken down to in a condescending tone,Having words put in my mouth that I didn't say,People moving goalposts and refusing basic logic,Being interrupted repeatedly before finishing a point,Passive-aggressive silence instead of direct honesty,Unwarranted personal attacks on character,Conflict
